DATE,CL1,CL4,MVOLNU,AAA_Yield,BAA_Yield,ICJ,VIX,BDI,GSCI,SPYDPS,SPY,BM,SP_LAST,SP_LOW,SP_HIGH,SP_OPEN,PE,SPX_12MEPS,USGG10YR,USGG3M,USGG6M,SIM
17/07/1996,21.8,21.8,#N/A,7.81,8.34,#N/A,19.22,1107,205.6644,1.4038,63.407,2.9243,634.07,628.37,636.61,628.37,18.018,35.03,6.84,5.268,5.484,0.692307692
18/07/1996,21.68,21.68,#N/A,7.72,8.26,#N/A,17.93,1106,201.7356,1.4038,64.356,2.9715,643.56,633.29,644.44,634.07,18.2996,35.01,6.732,5.267,5.451,0.684615385
19/07/1996,21,21,#N/A,7.75,8.29,#N/A,17.26,1106,198.5413,1.4038,63.873,2.9498,638.73,635.5,643.51,643.51,18.1658,35,6.794,5.296,5.491,0.676923077
22/07/1996,21.4,21.4,#N/A,7.8,8.34,#N/A,20.41,1108,195.5814,1.4038,63.377,2.9274,633.77,630.38,638.73,638.73,18.0268,34.99,6.836,5.316,5.522,0.653846154
23/07/1996,21.01,21.01,#N/A,7.77,8.3,#N/A,21.55,1103,198.789,1.4038,62.687,2.8947,626.87,625.65,637.7,633.79,17.8276,35,6.805,5.296,5.516,0.646153846
24/07/1996,20.68,20.68,#N/A,7.83,8.37,#N/A,21.44,1094,196.2912,1.4038,62.665,2.8945,626.65,616.43,629.1,626.19,17.8265,34.99,6.872,5.306,5.516,0.638461538
25/07/1996,20.74,20.74,#N/A,7.82,8.36,#N/A,19.39,1086,196.3295,1.4038,63.117,2.9146,631.17,626.65,633.57,626.65,17.9516,35,6.846,5.284,5.504,0.630769231
26/07/1996,20.11,20.11,#N/A,7.81,8.34,#N/A,17.45,1078,193.0097,1.4038,63.59,2.9365,635.9,631.18,636.23,631.18,18.0858,35,6.85,5.282,5.513,0.623076923
29/07/1996,20.28,20.28,#N/A,7.87,8.4,#N/A,20.09,1072,192.5204,1.4038,63.091,2.9124,630.91,630.9,635.9,635.9,17.9289,35.03,6.935,5.344,5.565,0.6
30/07/1996,20.33,20.33,#N/A,7.84,8.38,#N/A,20.53,1068,193.7538,1.4038,63.526,2.9323,635.26,629.22,635.26,630.91,18.0532,35.03,6.876,5.338,5.494,0.592307692
31/07/1996,20.42,20.42,#N/A,7.77,8.3,#N/A,19.46,1066,194.652,1.4038,63.995,2.9147,639.95,633.74,640.54,635.26,17.9587,35.45,6.794,5.306,5.462,0.584615385
01/08/1996,21.04,21.04,#N/A,7.65,8.19,#N/A,18.76,1062,198.7489,1.4038,65.002,2.9613,650.02,639.49,650.66,639.95,18.244,35.44,6.639,5.243,5.408,0.576923077
02/08/1996,21.34,21.34,#N/A,7.53,8.08,#N/A,16.19,1062,200.4791,1.4038,66.249,3.0173,662.49,650.02,662.49,650.02,18.5877,35.45,6.509,5.199,5.299,0.569230769
05/08/1996,21.23,21.23,#N/A,7.54,8.08,#N/A,17.36,1061,198.0405,1.4038,66.023,3.0067,660.23,659.03,663.64,662.49,18.5073,35.47,6.538,5.177,5.287,0.546153846
06/08/1996,21.13,21.13,#N/A,7.53,8.08,#N/A,16.93,1062,196.8882,1.4038,66.238,3.0167,662.38,656.83,662.75,660.23,18.5717,35.47,6.536,5.182,5.328,0.538461538
07/08/1996,21.42,21.42,#N/A,7.54,8.09,#N/A,16.24,1061,197.0345,1.4038,66.416,3.0247,664.16,660,664.61,662.38,18.6237,35.47,6.547,5.15,5.327,0.530769231
08/08/1996,21.55,21.55,#N/A,7.56,8.11,#N/A,16.04,1060,197.9075,1.4038,66.259,3.0172,662.59,661.28,664.17,664.16,18.5787,35.47,6.549,5.149,5.348,0.523076923
09/08/1996,21.57,21.57,#N/A,7.49,8.04,#N/A,15.77,1062,198.2925,1.4038,66.21,3.0193,662.1,660.31,665.37,662.59,18.5946,35.41,6.481,5.147,5.324,0.515384615
12/08/1996,22.22,22.22,#N/A,7.5,8.05,#N/A,15.57,1063,201.0101,1.4038,66.577,3.036,665.77,658.95,665.77,662.1,18.6966,35.41,6.476,5.136,5.334,0.492307692
13/08/1996,22.37,22.37,#N/A,7.55,8.09,#N/A,16.41,1068,200.6473,1.4038,66.02,3.0103,660.2,659.13,664.31,663.68,18.5401,35.41,6.584,5.185,5.313,0.484615385
14/08/1996,22.12,22.12,#N/A,7.6,8.14,#N/A,15.96,1080,199.8065,1.4038,66.205,3.019,662.05,658.47,662.42,660.2,18.5925,35.41,6.574,5.164,5.291,0.476923077
15/08/1996,21.9,21.9,#N/A,7.61,8.15,#N/A,15.46,1090,198.3114,1.4038,66.228,3.0207,662.28,660.64,664.18,662.05,18.6016,35.41,6.599,5.194,5.323,0.469230769
16/08/1996,22.66,22.66,#N/A,7.57,8.11,#N/A,14.81,1101,201.3826,1.4038,66.521,3.0341,665.21,662.26,666.34,662.28,18.6893,35.4,6.554,5.182,5.31,0.461538462
19/08/1996,23.26,23.26,#N/A,7.59,8.13,#N/A,15.27,1108,204.1453,1.4038,66.658,3.04,666.58,665,667.12,665.21,18.7276,35.4,6.577,5.191,5.33,0.438461538
20/08/1996,22.86,22.86,#N/A,7.6,8.14,#N/A,14.73,1109,200.76,1.4038,66.569,3.0357,665.69,665.15,666.99,666.58,18.7015,35.4,6.571,5.161,5.302,0.430769231
21/08/1996,21.72,21.72,#N/A,7.64,8.18,#N/A,14.52,1113,198.9991,1.4038,66.507,3.0329,665.07,662.16,665.69,665.69,18.6847,35.4,6.611,5.139,5.281,0.423076923
22/08/1996,22.3,22.3,#N/A,7.65,8.19,#N/A,13.71,1117,199.9101,1.4038,67.068,3.0581,670.68,664.88,670.68,665.07,18.8415,35.4,6.62,5.128,5.269,0.415384615
23/08/1996,21.96,21.96,#N/A,7.73,8.26,#N/A,14.18,1119,199.4884,1.4038,66.703,3.042,667.03,664.93,670.68,670.68,18.7416,35.4,6.751,5.168,5.352,0.407692308
26/08/1996,21.62,21.62,#N/A,7.79,8.32,#N/A,15.38,#N/A,197.5964,1.4038,66.388,3.0278,663.88,662.36,667.03,667.03,18.6595,35.37,6.798,5.188,5.362,0.384615385
27/08/1996,21.56,21.56,#N/A,7.78,8.31,#N/A,15.11,1119,196.6975,1.4038,66.64,3.0391,666.4,663.5,666.4,663.88,18.7302,35.37,6.774,5.182,5.345,0.376923077
28/08/1996,21.71,21.71,#N/A,7.79,8.32,#N/A,15.1,1116,196.5199,1.4038,66.481,3.0327,664.81,664.39,667.41,666.4,18.6898,35.36,6.781,5.192,5.345,0.369230769
29/08/1996,22.15,22.15,#N/A,7.83,8.36,#N/A,16.22,1110,199.0573,1.4038,65.74,2.9993,657.4,655.35,664.81,664.81,18.5015,35.32,6.848,5.223,5.408,0.361538462
30/08/1996,22.25,22.25,#N/A,7.92,8.44,#N/A,17.01,1100,198.515,1.4038,65.199,2.9693,651.99,650.52,657.71,657.4,18.3214,35.37,6.943,5.281,5.479,0.353846154
03/09/1996,23.4,23.4,#N/A,7.88,8.4,#N/A,18.47,1085,201.111,1.4038,65.472,2.9812,654.72,643.97,655.13,651.99,18.3976,35.38,6.883,5.301,5.542,0.323076923
04/09/1996,23.24,23.24,#N/A,7.92,8.44,#N/A,18.64,1079,199.0708,1.4038,65.561,2.9859,655.61,652.93,655.82,654.72,18.4238,35.37,6.927,5.316,5.58,0.315384615
05/09/1996,23.44,23.44,#N/A,7.93,8.46,#N/A,20.51,1072,200.4666,1.4038,64.944,2.9576,649.44,648.89,655.61,655.61,18.248,35.38,6.985,5.357,5.601,0.307692308
06/09/1996,23.85,23.85,#N/A,7.89,8.42,#N/A,17.1,1063,202.7258,1.4038,65.568,2.9853,655.68,649.44,658.21,649.44,18.421,35.39,6.923,5.324,5.566,0.3
09/09/1996,23.73,23.73,#N/A,7.88,8.41,#N/A,16.36,1056,202.4392,1.4038,66.376,3.0225,663.76,655.68,663.77,655.68,18.6647,35.3,6.879,5.271,5.512,0.276923077
10/09/1996,24.12,24.12,#N/A,7.93,8.45,#N/A,16.25,1051,202.9851,1.4038,66.381,3.0225,663.81,661.55,665.57,663.76,18.6678,35.31,6.923,5.3,5.548,0.269230769
11/09/1996,24.75,24.75,#N/A,7.92,8.45,#N/A,16.06,1045,204.3099,1.4038,66.728,3.0386,667.28,661.79,667.73,663.81,18.7672,35.3,6.92,5.31,5.516,0.261538462
12/09/1996,25,25,#N/A,7.88,8.4,#N/A,15.97,1038,205.104,1.4038,67.115,3.0563,671.15,667.28,673.07,667.28,18.8763,35.3,6.874,5.278,5.472,0.253846154
13/09/1996,24.51,24.51,#N/A,7.76,8.28,#N/A,15.2,1030,203.6445,1.4038,68.054,3.1022,680.54,671.15,681.39,671.15,19.1733,35.24,6.723,5.213,5.384,0.246153846
16/09/1996,23.19,23.19,#N/A,7.75,8.27,#N/A,15.43,1020,200.3247,1.4038,68.398,3.1191,683.98,680.53,686.48,680.54,19.2808,35.22,6.725,5.202,5.384,0.223076923
17/09/1996,23.31,23.31,#N/A,7.79,8.32,#N/A,15.74,1015,200.0859,1.4038,68.294,3.1182,682.94,679.96,685.8,683.98,19.2729,35.18,6.826,5.307,5.484,0.215384615
18/09/1996,23.89,23.89,#N/A,7.81,8.34,#N/A,15.86,1011,203.2177,1.4038,68.147,3.1117,681.47,679.75,683.77,682.94,19.2305,35.18,6.819,5.254,5.462,0.207692308
19/09/1996,23.54,23.54,#N/A,7.84,8.36,#N/A,16.03,1003,201.9581,1.4038,68.3,3.1188,683,679.06,684.07,681.47,19.2746,35.18,6.847,5.222,5.472,0.2
20/09/1996,23.63,23.63,#N/A,7.82,8.34,#N/A,15.65,1001,201.2462,1.4,68.703,3.1373,687.03,683,687.07,683,19.3882,35.18,6.839,5.272,5.491,0.192307692
23/09/1996,23.37,23.37,#N/A,7.83,8.34,#N/A,16.46,997,200.0195,1.4,68.648,3.1347,686.48,681.01,687.03,687.03,19.3731,35.18,6.819,5.281,5.512,0.169230769
24/09/1996,24.07,24.07,#N/A,7.8,8.32,#N/A,16.45,995,203.065,1.4,68.561,3.1309,685.61,683.54,690.88,686.48,19.3505,35.18,6.751,5.109,5.355,0.161538462
25/09/1996,24.46,24.46,#N/A,7.75,8.27,#N/A,16.22,992,204.9888,1.4,68.583,3.1312,685.83,684.92,688.26,685.61,19.3545,35.18,6.688,5.046,5.27,0.153846154
26/09/1996,24.16,24.16,#N/A,7.68,8.2,#N/A,16.11,994,204.34,1.4,68.586,3.1324,685.86,683.77,690.15,685.83,19.3628,35.17,6.662,5.003,5.248,0.146153846
27/09/1996,24.6,24.6,#N/A,7.7,8.21,#N/A,16.1,998,206.1821,1.4,68.619,3.1326,686.19,683.73,687.11,685.86,19.3688,35.17,6.677,5.022,5.234,0.138461538
30/09/1996,24.38,24.38,#N/A,7.71,8.22,#N/A,16.95,1000,205.2159,1.4,68.731,3.0802,687.31,686.03,690.11,686.19,18.8023,36.27,6.703,5.032,5.245,0.115384615
01/10/1996,24.14,24.14,#N/A,7.66,8.17,#N/A,17.05,1003,204.3093,1.4,68.908,3.0882,689.08,684.44,689.54,687.31,18.8513,36.27,6.638,5.098,5.345,0.107692308
02/10/1996,24.05,24.05,#N/A,7.64,8.14,#N/A,16.78,1010,204.15,1.4,69.401,3.1102,694.01,689.08,694.82,689.08,18.9874,36.27,6.594,5.015,5.291,0.1
03/10/1996,24.81,24.81,#N/A,7.64,8.14,#N/A,16.77,1017,208.4276,1.4,69.278,3.1043,692.78,691.78,694.81,694.01,18.9511,36.27,6.592,5.014,5.291,0.092307692
04/10/1996,24.73,24.73,#N/A,7.53,8.03,#N/A,14.8,1023,208.7525,1.4,70.146,3.1425,701.46,692.78,701.74,692.78,19.1876,36.28,6.478,5.001,5.235,0.084615385
07/10/1996,25.24,25.24,#N/A,7.57,8.07,#N/A,15.11,1029,211.3873,1.4,70.334,3.1511,703.34,701.39,704.17,701.46,19.2412,36.27,6.523,5.053,5.277,0.061538462
08/10/1996,25.54,25.54,#N/A,7.57,8.07,#N/A,15.58,1034,213.4756,1.4,70.064,3.1385,700.64,699.88,705.76,703.34,19.1645,36.28,6.544,5.144,5.302,0.053846154
09/10/1996,25.07,25.07,#N/A,7.62,8.12,#N/A,16.09,1044,211.6534,1.4,69.674,3.121,696.74,694.42,702.36,700.64,19.0569,36.28,6.547,5.133,5.302,0.046153846
10/10/1996,24.26,24.26,#N/A,7.67,8.16,#N/A,16.26,1054,207.384,1.4,69.461,3.1113,694.61,693.34,696.82,696.74,18.9966,36.28,6.608,5.163,5.355,0.038461538
11/10/1996,24.66,24.66,#N/A,7.6,8.1,#N/A,15.07,1063,208.4771,1.4,70.066,3.1383,700.66,694.61,700.67,694.61,19.1631,36.28,6.554,5.15,5.298,0.030769231
14/10/1996,25.62,25.62,#N/A,#N/A,#N/A,#N/A,15.13,1069,210.5632,1.4,70.354,3.1515,703.54,700.66,705.16,700.66,19.2457,36.28,#N/A,#N/A,#N/A,0.007692308
15/10/1996,25.42,25.42,#N/A,7.61,8.11,#N/A,15.83,1076,211.6458,1.4,70.257,3.1477,702.57,699.07,708.07,703.54,19.2227,36.27,6.549,5.18,5.319,0
16/10/1996,25.17,25.17,#N/A,7.62,8.12,#N/A,15.6,1095,209.46,1.4,70.441,3.1618,704.41,699.15,704.42,702.57,19.3086,36.2,6.556,5.129,5.323,0
17/10/1996,25.42,25.42,#N/A,7.57,8.07,#N/A,15.41,1118,210.0753,1.4,70.699,3.1735,706.99,704.76,708.52,705,19.3788,36.2,6.498,5.097,5.28,0
18/10/1996,25.79,25.79,#N/A,7.54,8.02,#N/A,15.08,1145,210.8564,1.4,71.082,3.1912,710.82,706.11,711.04,706.99,19.4876,36.19,6.504,5.105,5.288,0
21/10/1996,25.92,25.92,#N/A,7.55,8.04,#N/A,15.98,1176,211.076,1.4,70.985,3.1857,709.85,707.71,714.1,710.82,19.4545,36.2,6.517,5.115,5.319,0
22/10/1996,25.75,25.75,#N/A,7.57,8.06,#N/A,16.4,1199,213.2334,1.4,70.657,3.1738,706.57,704.55,709.85,709.85,19.3809,36.17,6.569,5.119,5.345,0
23/10/1996,24.86,24.86,#N/A,7.59,8.08,#N/A,16.45,1221,210.7012,1.4,70.727,3.1776,707.27,700.98,707.31,706.57,19.4046,36.17,6.547,5.119,5.323,0
24/10/1996,24.51,24.51,#N/A,7.61,8.1,#N/A,16.89,1238,207.5663,1.4,70.229,3.1574,702.29,702.11,708.25,707.27,19.288,36.13,6.573,5.118,5.323,0
25/10/1996,24.86,24.86,#N/A,7.58,8.06,#N/A,17.29,1256,211.1836,1.4,70.092,3.151,700.92,700.53,704.11,702.29,19.2485,36.13,6.536,5.116,5.31,0
28/10/1996,24.85,24.85,#N/A,7.59,8.07,#N/A,18.34,1268,211.4411,1.4,69.726,3.1339,697.26,697.25,705.4,700.92,19.1242,36.16,6.556,5.157,5.33,0
29/10/1996,24.34,24.34,#N/A,7.47,7.95,#N/A,18.28,1281,210.1714,1.4,70.15,3.1518,701.5,696.22,703.25,697.26,19.2382,36.16,6.384,5.14,5.281,0
30/10/1996,24.28,24.28,#N/A,7.45,7.93,#N/A,18.48,1296,210.8194,1.4,70.09,3.1484,700.9,700.05,703.44,701.5,19.2102,36.19,6.411,5.139,5.281,0
31/10/1996,23.35,23.35,#N/A,7.43,7.91,#N/A,18.11,1311,204.9208,1.4,70.527,3.1544,705.27,700.35,706.61,700.9,19.3571,36.13,6.339,5.149,5.269,0
01/11/1996,23.03,23.03,#N/A,7.46,7.94,#N/A,17.89,1323,203.7491,1.4,70.377,3.1463,703.77,701.3,708.6,705.27,19.3088,36.14,6.377,5.157,5.288,0
04/11/1996,22.79,22.79,#N/A,7.44,7.92,#N/A,18.04,1333,202.2481,1.4,70.673,3.1632,706.73,702.84,707.02,703.77,19.4294,36.09,6.343,5.136,5.287,0
05/11/1996,22.64,22.64,#N/A,7.39,7.87,#N/A,17.65,1358,202.4566,1.4,71.414,3.1979,714.14,706.73,714.56,706.73,19.6413,36.07,6.268,5.165,5.27,0
06/11/1996,22.69,22.69,#N/A,7.39,7.86,#N/A,16.97,1393,203.0615,1.4,72.459,3.2447,724.59,712.83,724.6,714.14,19.931,36.07,6.29,5.164,5.27,0
07/11/1996,22.74,22.74,#N/A,7.34,7.81,#N/A,17.21,1433,203.1385,1.4,72.765,3.2591,727.65,722.23,729.49,724.59,20.0188,36.06,6.22,5.153,5.269,0
08/11/1996,23.59,23.59,#N/A,7.35,7.82,#N/A,15.78,1477,206.0662,1.4,73.082,3.2738,730.82,725.22,730.82,727.65,20.1099,36.06,6.249,5.181,5.287,0
11/11/1996,23.37,23.37,#N/A,#N/A,#N/A,#N/A,14.04,1502,206.1964,1.4,73.187,3.2793,731.87,729.94,732.6,730.82,20.1398,36.05,#N/A,#N/A,#N/A,0
12/11/1996,23.35,23.35,#N/A,7.28,7.75,#N/A,15.36,1515,205.1907,1.4,72.956,3.2684,729.56,728.2,733.04,731.87,20.0741,36.06,6.186,5.18,5.265,0
13/11/1996,24.12,24.12,#N/A,7.29,7.77,#N/A,14.89,1522,208.2234,1.4,73.113,3.2761,731.13,728.03,732.11,729.56,20.1213,36.05,6.196,5.16,5.27,0
14/11/1996,24.41,24.41,#N/A,7.26,7.73,#N/A,13.79,1521,210.9929,1.4,73.588,3.2974,735.88,729.2,735.99,731.13,20.2517,36.05,6.146,5.159,5.259,0
15/11/1996,24.17,24.17,#N/A,7.28,7.76,#N/A,14.36,1515,211.3354,1.4,73.762,3.3052,737.62,735.15,741.92,735.88,20.3005,36.05,6.183,5.136,5.246,0
18/11/1996,23.88,23.88,#N/A,7.3,7.78,#N/A,15.12,1504,210.0346,1.4,73.702,3.306,737.02,734.39,739.24,737.62,20.2867,36.04,6.196,5.146,5.256,0
19/11/1996,24.49,24.49,#N/A,7.26,7.75,#N/A,15.23,1488,215.7756,1.4,74.216,3.3286,742.16,736.87,742.18,737.02,20.426,36.05,6.158,5.161,5.259,0
20/11/1996,23.76,23.76,#N/A,7.24,7.72,#N/A,15.94,1475,215.1666,1.4,74.395,3.3369,743.95,740.4,746.99,742.16,20.4775,36.04,6.133,5.15,5.249,0
21/11/1996,23.84,23.84,#N/A,7.23,7.71,#N/A,15.77,1460,217.0784,1.4,74.275,3.3323,742.75,741.08,745.2,743.95,20.446,36.04,6.13,5.159,5.259,0
22/11/1996,23.75,23.75,#N/A,7.29,7.77,#N/A,14.92,1447,218.5162,1.4,74.873,3.3586,748.73,742.75,748.73,742.75,20.6094,36.04,6.139,5.157,5.256,0
25/11/1996,23.49,23.49,#N/A,7.27,7.75,#N/A,15.91,1442,218.2583,1.4,75.703,3.3989,757.03,747.99,757.05,748.73,20.8774,35.96,6.128,5.157,5.266,0
26/11/1996,23.62,23.62,#N/A,7.29,7.77,#N/A,16.97,1434,220.0094,1.4,75.596,3.3944,755.96,752.83,762.12,757.03,20.8483,35.96,6.134,5.15,5.26,0
27/11/1996,23.75,23.75,#N/A,7.29,7.77,#N/A,16.96,1428,219.5158,1.4,75.5,3.3942,755,753.18,757.3,755.96,20.8421,35.93,6.121,5.149,5.259,0
02/12/1996,24.8,24.8,#N/A,7.25,7.73,#N/A,17.93,1427,218.8679,1.4,75.656,3.378,756.56,751.49,757.03,757.02,20.7978,36.09,6.056,5.063,5.234,0
03/12/1996,24.93,24.93,#N/A,7.23,7.73,#N/A,18.68,1434,220.4726,1.4,74.828,3.3415,748.28,747.58,761.75,756.56,20.5825,36.06,6.056,5.015,5.195,0
04/12/1996,24.8,24.8,#N/A,7.28,7.77,#N/A,17.93,1440,221.2333,1.4,74.51,3.328,745.1,738.46,748.4,748.28,20.497,36.05,6.102,5.015,5.185,0
05/12/1996,25.58,25.58,#N/A,7.36,7.85,#N/A,18.14,1445,227.7607,1.4,74.438,3.3261,744.38,742.61,747.65,745.1,20.4844,36.04,6.228,5.045,5.217,0
06/12/1996,25.62,25.62,#N/A,7.39,7.88,#N/A,18.82,1453,222.5064,1.4,73.96,3.3038,739.6,726.89,744.38,744.38,20.3502,36.05,6.243,5.023,5.214,0
09/12/1996,25.3,25.3,#N/A,7.34,7.83,#N/A,17.75,1465,216.5412,1.4,74.981,3.3579,749.81,739.6,749.81,739.6,20.7321,35.87,6.184,4.98,5.182,0
10/12/1996,24.42,24.42,#N/A,7.35,7.84,#N/A,17.88,1470,214.5372,1.4,74.754,3.3501,747.54,747.02,753.43,749.76,20.6853,35.84,6.222,4.943,5.185,0
11/12/1996,23.38,23.38,#N/A,7.45,7.94,#N/A,19.68,1477,211.4646,1.4,74.073,3.3269,740.73,732.75,747.54,747.54,20.5496,35.75,6.386,4.963,5.228,0
12/12/1996,23.72,23.72,#N/A,7.47,7.96,#N/A,20.45,1490,212.2005,1.4,72.933,3.2767,729.33,729.3,744.86,740.73,20.2366,35.74,6.377,4.952,5.185,0
13/12/1996,24.47,24.47,#N/A,7.43,7.91,#N/A,21.09,1501,217.7601,1.4,72.864,3.2742,728.64,721.88,731.47,729.33,20.2234,35.73,6.313,4.919,5.182,0
16/12/1996,25.74,25.74,#N/A,7.49,7.97,#N/A,21.99,1507,227.6629,1.4,72.098,3.2398,720.98,719.4,732.68,728.64,20.0097,35.73,6.367,4.98,5.214,0
17/12/1996,25.71,25.71,#N/A,7.53,8,#N/A,20.77,1513,223.7045,1.4,72.604,3.2619,726.04,716.69,727.67,720.98,20.1482,35.74,6.412,5.026,5.271,0
18/12/1996,26.16,26.16,#N/A,7.53,8.02,#N/A,19.42,1518,224.8508,1.4,73.154,3.2869,731.54,726.04,732.76,726.04,20.3043,35.73,6.464,5.015,5.281,0
19/12/1996,26.57,26.57,#N/A,7.47,7.95,#N/A,18.77,1523,228.4117,1.2684,74.576,3.3499,745.76,731.54,746.06,731.54,20.6962,35.74,6.328,4.983,5.238,0
20/12/1996,25.08,25.08,#N/A,7.44,7.92,#N/A,18.85,1521,228.2911,1.2684,74.887,3.363,748.87,745.76,755.41,745.76,20.7795,35.74,6.36,5.023,5.268,0
23/12/1996,24.79,24.79,#N/A,7.44,7.92,#N/A,19.5,1523,224.047,1.2684,74.692,3.3558,746.92,743.28,750.4,748.87,20.7352,35.72,6.338,5.074,5.288,0
24/12/1996,25.1,25.1,#N/A,7.43,7.91,#N/A,18.68,1517,225.3584,1.2684,75.103,3.3747,751.03,746.92,751.03,746.92,20.8513,35.72,6.34,5.077,5.26,0.007692308
26/12/1996,24.92,24.92,#N/A,7.44,7.92,#N/A,18.59,#N/A,220.724,1.2684,75.582,3.396,755.82,751.02,757.07,751.02,20.9813,35.72,6.338,5.085,5.257,0.023076923
27/12/1996,25.22,25.22,#N/A,7.4,7.87,#N/A,19.13,#N/A,216.1087,1.2684,75.679,3.3992,756.79,754.82,758.75,755.82,21.0299,35.75,6.291,5.095,5.268,0.030769231
30/12/1996,25.37,25.37,#N/A,7.4,7.86,#N/A,19.51,1516,212.2408,1.2684,75.385,3.3826,753.85,752.73,759.2,756.79,20.871,35.89,6.3,5.147,5.256,0.053846154
31/12/1996,25.92,25.92,#N/A,7.47,7.97,#N/A,20.92,1516,215.2563,1.2684,74.074,3.1591,740.74,740.74,753.95,753.85,19.0143,38.26,6.418,5.171,5.303,0.061538462
02/01/1997,25.69,25.69,#N/A,7.56,8.06,#N/A,21.14,1513,217.0707,1.2684,73.701,3.1443,737.01,729.55,742.81,740.74,18.9308,38.24,6.514,5.178,5.332,0.084615385
03/01/1997,25.59,25.59,#N/A,7.55,8.05,#N/A,19.13,1511,218.9456,1.2684,74.803,3.1926,748.03,737.01,748.24,737.01,19.2207,38.22,6.498,5.158,5.321,0.092307692
06/01/1997,26.37,26.37,#N/A,7.57,8.07,#N/A,19.89,1510,228.8586,1.2684,74.765,3.1912,747.65,743.82,753.31,748.03,19.2049,38.24,6.531,5.167,5.309,0.115384615
07/01/1997,26.23,26.23,#N/A,7.64,8.12,#N/A,19.35,1511,224.3642,1.2684,75.323,3.2153,753.23,742.18,753.26,747.65,19.3489,38.23,6.544,5.151,5.292,0.123076923
08/01/1997,26.62,26.62,#N/A,7.64,8.13,#N/A,20.24,1510,226.5232,1.2684,74.841,3.1938,748.41,747.71,755.72,753.23,19.2213,38.24,6.591,5.15,5.292,0.130769231
09/01/1997,26.37,26.37,#N/A,7.58,8.06,#N/A,20.91,1505,223.462,1.2684,75.485,3.2213,754.85,748.41,757.68,748.41,19.3875,38.24,6.503,5.118,5.27,0.138461538
10/01/1997,26.09,26.09,#N/A,7.67,8.15,#N/A,19.63,1507,219.0411,1.2684,75.95,3.2415,759.5,746.92,759.65,754.85,19.5095,38.24,6.608,5.158,5.321,0.146153846
13/01/1997,25.19,25.19,#N/A,7.66,8.11,#N/A,19.84,1511,214.889,1.2684,75.951,3.2497,759.51,756.69,762.85,759.5,19.5721,38.11,6.613,5.167,5.309,0.169230769
14/01/1997,25.11,25.11,#N/A,7.58,8.04,#N/A,19.27,1511,214.9509,1.2684,76.886,3.2896,768.86,759.51,772.04,759.51,19.8143,38.11,6.514,5.161,5.281,0.176923077
15/01/1997,25.95,25.95,#N/A,7.59,8.04,#N/A,19.4,1506,219.7471,1.2684,76.72,3.2881,767.2,763.72,770.95,768.86,19.8092,38.04,6.518,5.14,5.271,0.184615385
16/01/1997,25.52,25.52,#N/A,7.64,8.09,#N/A,19.61,1496,214.7521,1.2684,76.975,3.3004,769.75,765.25,772.05,767.2,19.8817,38.02,6.553,5.16,5.27,0.192307692
17/01/1997,25.41,25.41,#N/A,7.62,8.08,#N/A,18.63,1483,212.5224,1.2684,77.617,3.3281,776.17,769.72,776.37,769.75,20.0493,38.02,6.542,5.147,5.267,0.2
20/01/1997,25.23,25.23,#N/A,#N/A,#N/A,#N/A,18.6,1474,210.9596,1.2684,77.67,3.3303,776.7,774.19,780.08,776.17,20.0628,38.02,#N/A,#N/A,#N/A,0.223076923
21/01/1997,24.8,24.8,#N/A,7.58,8.08,#N/A,17.81,1455,208.3728,1.2684,78.272,3.3561,782.72,772,783.72,776.7,20.2177,38.02,6.509,5.146,5.266,0.230769231
22/01/1997,24.24,24.24,#N/A,7.61,8.08,#N/A,17.09,1435,209.0577,1.2684,78.623,3.3712,786.23,779.56,786.23,782.72,20.31,38.02,6.556,5.161,5.313,0.238461538
23/01/1997,24.18,24.18,#N/A,7.64,8.09,#N/A,18.47,1422,207.6017,1.2684,77.756,3.3334,777.56,776.64,794.67,786.23,20.0826,38.02,6.589,5.16,5.323,0.246153846
24/01/1997,24.05,24.05,#N/A,7.71,8.15,#N/A,19.33,1407,207.4615,1.2684,77.052,3.3035,770.52,768.17,778.21,777.53,19.9019,38.02,6.622,5.158,5.321,0.253846154
27/01/1997,23.94,23.94,#N/A,7.74,8.18,#N/A,20.16,1394,208.3957,1.2684,76.502,3.2795,765.02,764.18,771.43,770.52,19.7415,38.03,6.671,5.188,5.363,0.276923077
28/01/1997,23.9,23.9,#N/A,7.7,8.15,#N/A,20.74,1382,206.9924,1.2684,76.502,3.2795,765.02,761.75,776.32,765.02,19.7418,38.03,6.635,5.192,5.313,0.284615385
29/01/1997,24.47,24.47,#N/A,7.72,8.14,#N/A,20.23,1370,207.0556,1.2684,77.25,3.3124,772.5,765.02,772.7,765.02,19.8875,38.12,6.618,5.171,5.292,0.292307692
30/01/1997,24.87,24.87,#N/A,7.69,8.12,#N/A,19.47,1361,209.029,1.2684,78.417,3.3622,784.17,772.5,784.17,772.5,20.1889,38.12,6.587,5.17,5.302,0.3
31/01/1997,24.15,24.15,#N/A,7.61,8.03,#N/A,#N/A,1367,204.9099,1.2684,78.616,3.3421,786.16,784.17,791.86,784.17,20.3455,37.94,6.494,5.147,5.278,0.307692308
03/02/1997,24.15,24.15,#N/A,7.56,7.98,#N/A,19.58,1374,203.8218,1.2684,78.673,3.3409,786.73,783.12,787.14,786.16,20.2996,38.05,6.448,5.105,5.246,0.330769231
